"beta","se","HR","CI_l","CI_u","p","gene","FDR"
0.461126989990946,0.104708897401335,1.58586022686979,1.29162526694152,1.94712253122976,1.06324418245191e-05,"ENSG00000102172.16",0.00475270149556003
-0.208899965631893,0.0476004803676261,0.811476407112995,0.739193765506616,0.890827263470909,1.14077194304271e-05,"ENSG00000235098.8",0.00492298827934568
0.35615211352605,0.081208538045068,1.42782472319903,1.21772736225746,1.67417067511648,1.15640664279932e-05,"ENSG00000253669.4",0.00492298827934568
0.316670434612587,0.0723804012943689,1.37255015235593,1.19101687005792,1.58175250753642,1.21384964540038e-05,"ENSG00000139725.8",0.00504496799988427
0.291872753786636,0.066787485693531,1.33893263269164,1.17465171067507,1.52618906403865,1.24149100668293e-05,"ENSG00000280832.1",0.00504496799988427
0.208913210115916,0.0479897207293571,1.23233803941324,1.12171087402473,1.35387565419232,1.34109063043903e-05,"ENSG00000163975.12",0.00532860010494441
0.152437275197737,0.0351111020252041,1.16466940614523,1.08721652112543,1.2476400047771,1.41468779640634e-05,"ENSG00000244128.7",0.0054906114506249
0.160202792587443,0.0369596328832853,1.17374887442958,1.09172961707678,1.26193005912363,1.46069082499152e-05,"ENSG00000170465.10",0.0054906114506249
0.238535539104464,0.0550567442523463,1.2693888181766,1.13954185866069,1.41403140171227,1.47398965117447e-05,"ENSG00000075618.18",0.0054906114506249
0.160614733780859,0.037158511444852,1.17423248954534,1.09175379519849,1.26294219957638,1.54326282269974e-05,"ENSG00000104140.7",0.00553856802890788
0.312876006425772,0.0724359482458252,1.36735197765712,1.18637703725609,1.57593359622593,1.56491453039638e-05,"ENSG00000179241.13",0.00553856802890788
0.450669094286439,0.104466807123625,1.56936188534776,1.27879459905164,1.92595177443568,1.6033188867573e-05,"ENSG00000132432.14",0.00553856802890788
0.28572302692915,0.0662534201380286,1.33072382953943,1.16867275751035,1.51524530637346,1.61362094759645e-05,"ENSG00000133466.14",0.00553856802890788
0.213511666853545,0.0495971089061268,1.23801794195784,1.12333632585695,1.36440742574607,1.67044861091467e-05,"ENSG00000029153.14",0.00553856802890788
-0.318460894986894,0.073990286108344,0.72726751720531,0.629091105495468,0.840765410544794,1.67673040965811e-05,"ENSG00000178199.14",0.00553856802890788
-0.227190533944824,0.0528281724871223,0.79676895629424,0.718397782019211,0.883689768542794,1.70369821918307e-05,"ENSG00000197124.12",0.00553856802890788
0.459156153270991,0.107823410106973,1.58273783317669,1.28123717329934,1.95518761145371,2.05887227897119e-05,"ENSG00000082153.18",0.00637196671167623
0.110205676134952,0.0258847260859027,1.11650768583033,1.0612766235025,1.17461308853116,2.06673711372287e-05,"ENSG00000275216.2",0.00637196671167623
-0.45914262018077,0.107886063291804,0.631825127459472,0.511403987635842,0.780602031545833,2.08293253132316e-05,"ENSG00000267481.1",0.00637196671167623
0.263679602300952,0.0619881951017174,1.30171106425058,1.15278986316495,1.46987039783669,2.10260646526229e-05,"ENSG00000153531.13",0.00637196671167623
0.469043926700444,0.110726010410522,1.59846521251506,1.28662811785567,1.98588154584963,2.27458615163373e-05,"ENSG00000086062.13",0.00677826673186852
-0.232986948294157,0.055216111180323,0.792163912547209,0.710910641166919,0.882703996823086,2.44794238699763e-05,"ENSG00000021300.14",0.00707362230807369
0.169372840336029,0.0401458483011788,1.18456170898691,1.09492779837445,1.28153330701914,2.4545587829984e-05,"ENSG00000175592.9",0.00707362230807369
0.186793995812655,0.044311354878148,1.20537894636111,1.10511050682435,1.31474490139977,2.49238369915348e-05,"ENSG00000163364.10",0.00707362230807369
0.382081446075766,0.0908460676635238,1.46533142576731,1.22633055920325,1.75091142533077,2.60146873130845e-05,"ENSG00000196371.3",0.00724672463879645
-0.134745768275672,0.0320735921149583,0.873938066229005,0.820690800554965,0.930640069423978,2.65569992879841e-05,"ENSG00000229415.10",0.00724672463879645
-0.411648670975072,0.0980230901434535,0.662557010675034,0.546746294204316,0.80289852358943,2.67496547069668e-05,"ENSG00000181035.14",0.00724672463879645
0.339338537022875,0.0808835796257933,1.40401857703553,1.19818706352136,1.64520902009034,2.72396879116471e-05,"ENSG00000111640.15",0.00726933760985449
-0.132837746376029,0.0317757019502842,0.8756071510171,0.822738410312246,0.931873209397516,2.90891986098215e-05,"ENSG00000136352.19",0.00746805802230256
-0.255794452702856,0.0612621094067895,0.77430110793629,0.6866943571335,0.873084509175323,2.9744923013988e-05,"ENSG00000185133.14",0.00746805802230256
-0.15877682080861,0.0380373401707031,0.853186751251792,0.791893284839124,0.919224403651142,2.98988178339715e-05,"ENSG00000196167.10",0.00746805802230256
0.200948717875022,0.0481430098603684,1.22256207463461,1.11247821455199,1.3435391424153,2.99303359324544e-05,"ENSG00000011426.11",0.00746805802230256
0.344692828455194,0.0826947389409809,1.41155626314966,1.20035112531156,1.65992353572366,3.06939311220786e-05,"ENSG00000004478.8",0.00746805802230256
0.393738132418952,0.0945020267843675,1.48251227593538,1.2318505654236,1.7841795993683,3.0937737134351e-05,"ENSG00000105355.9",0.00746805802230256
-0.439139461216427,0.105430284944891,0.644590877933113,0.524253977296375,0.792549828724884,3.11063722054791e-05,"ENSG00000271964.1",0.00746805802230256
-0.303509438211723,0.0729352021073126,0.738222921594685,0.639889478396064,0.851667515043087,3.1636161089921e-05,"ENSG00000196268.12",0.00746805802230256
0.170700631976422,0.0410280417928274,1.18613560479325,1.09448851845478,1.285456767463,3.17434233610176e-05,"ENSG00000057294.15",0.00746805802230256
0.15966441284261,0.0384158001466285,1.17311712188671,1.08803229197559,1.26485564060321,3.23560108647618e-05,"ENSG00000279806.1",0.00751331784755768
-0.461928773447085,0.111597216896929,0.630067215859605,0.50628511533615,0.784112912814937,3.48443168806932e-05,"ENSG00000269845.1",0.00798738956188198
-0.366546320613394,0.0886932096799367,0.693124029808741,0.582525791505791,0.824720429041351,3.58458073414637e-05,"ENSG00000088808.18",0.0081129498134857
0.444371304772517,0.107749138947285,1.55950943142727,1.26261740647415,1.92621268663018,3.72140953235327e-05,"ENSG00000169857.9",0.00831735030480956
0.371692738171396,0.0903832568544785,1.45018732562069,1.21475791488406,1.73124476376975,3.91555220780169e-05,"ENSG00000249936.3",0.00845736083740207
0.174948340275895,0.042545342649876,1.191184678751,1.09588362462017,1.29477337466641,3.92170761425086e-05,"ENSG00000164794.9",0.00845736083740207
-0.425086109583266,0.103446266579874,0.653713491709834,0.53374500840634,0.80064698032385,3.96953840129491e-05,"ENSG00000261526.2",0.00845736083740207
-0.286484243448755,0.0697206621956134,0.750898910015034,0.654990707591687,0.860850644942679,3.97325676924929e-05,"ENSG00000091592.16",0.00845736083740207
0.135135599255551,0.0329280272234858,1.14469199321009,1.07314957392737,1.22100384806933,4.06122103784889e-05,"ENSG00000140519.14",0.00845855030846976
-0.400045905153309,0.0974875532509712,0.670289275597426,0.553707893983903,0.811416484869518,4.06843023785458e-05,"ENSG00000110721.12",0.00845855030846976
0.364789002425562,0.0890736036910722,1.44021009525112,1.20950108389382,1.71492621716852,4.21502082495117e-05,"ENSG00000213943.3",0.00866259452300309
-0.429126019537414,0.105111419860042,0.651077875478268,0.529860975709691,0.800025703665992,4.45380366682953e-05,"ENSG00000164048.14",0.00902279298123125
0.0961528326972644,0.0235831891254133,1.1009273088271,1.05119817367051,1.15300898506048,4.5585820936697e-05,"ENSG00000159217.10",0.00902279298123125
-0.292917502514786,0.0719123433226219,0.746083688186465,0.648000957199647,0.859012419030144,4.63600893025768e-05,"ENSG00000188687.17",0.00902279298123125
0.167151867242319,0.0410412053412348,1.18193374869821,1.0905831824032,1.28093611643035,4.64549751957803e-05,"ENSG00000162975.5",0.00902279298123125
-0.297849736504193,0.0731318566208842,0.742412888922702,0.64327334153232,0.856831555191782,4.64559186740808e-05,"ENSG00000152642.11",0.00902279298123125
-0.320446687205437,0.0787259150256219,0.725824748022867,0.622042633924094,0.846921956971111,4.69306346339209e-05,"ENSG00000144749.14",0.00902279298123125
0.214534540238372,0.0528390863164821,1.23928492543198,1.11736343484443,1.37450992086275,4.90415023398754e-05,"ENSG00000134013.16",0.00932831980677629
-0.19689932227263,0.0486070916586935,0.821273313081293,0.746643484134804,0.903362674571667,5.10351233593681e-05,"ENSG00000163534.15",0.00941314613338141
-0.204625868142071,0.0505436311305951,0.814952158947557,0.738089959989384,0.899818528059691,5.1547032176922e-05,"ENSG00000243069.8",0.00941314613338141
0.244657141725945,0.0604784907883144,1.2771833452513,1.1344199669155,1.43791307007982,5.22432431005419e-05,"ENSG00000100558.9",0.00941314613338141
-0.226863674296582,0.0560927056978417,0.797029430481956,0.714049238697032,0.889652811917537,5.24479719058046e-05,"ENSG00000280399.1",0.00941314613338141
-0.41651090589375,0.103018946440918,0.659343322028014,0.538792728297975,0.806866153662176,5.27600264036689e-05,"ENSG00000196586.16",0.00941314613338141
0.269761114593138,0.066799589805295,1.30965155671685,1.14893603181019,1.49284829835873,5.38250931167809e-05,"ENSG00000114346.14",0.00941314613338141
0.308038340941298,0.0762888210547644,1.36075316049404,1.17176949975816,1.58021621502921,5.39568134055305e-05,"ENSG00000121621.7",0.00941314613338141
0.234258006418062,0.0580809232093657,1.26397056265924,1.12797217897096,1.41636612414201,5.49981097394845e-05,"ENSG00000150630.4",0.00941314613338141
0.303785663518633,0.0753312918878321,1.35497860361728,1.1689887332553,1.57056006104352,5.5148493571942e-05,"ENSG00000137936.18",0.00941314613338141
0.473966899972515,0.11755843411027,1.60635381579203,1.27577852873682,2.02258661937546,5.53616927766753e-05,"ENSG00000261461.1",0.00941314613338141
0.316352671938117,0.0784983256873539,1.37211407643667,1.17644688405814,1.60032472716602,5.57634952679319e-05,"ENSG00000170421.12",0.00941314613338141
0.330426941937729,0.0819942103141882,1.39156211788234,1.18497448508461,1.63416609581,5.58050050412992e-05,"ENSG00000227440.1",0.00941314613338141
-0.310485744677102,0.0770988350674474,0.73309077478299,0.630276488864234,0.852676711835413,5.64658255422071e-05,"ENSG00000229272.2",0.00943559776350152
-0.139338231768772,0.034669657627961,0.8699337394647,0.812784305050192,0.931101531312545,5.84393917067037e-05,"ENSG00000159212.13",0.00963546965480381
0.17589835148249,0.0437795797875411,1.19231685524996,1.09427489967039,1.2991429153144,5.87397199314103e-05,"ENSG00000115590.14",0.00963546965480381
0.119507554803987,0.0298415426078316,1.12694175785913,1.06291932847241,1.19482042671274,6.20862975337195e-05,"ENSG00000272068.1",0.00990009778535672
0.130159022069839,0.0325128386094026,1.13900949657145,1.06869152824726,1.21395425994224,6.24619610902893e-05,"ENSG00000188910.8",0.00990009778535672
-0.392681715824288,0.09809493635754,0.6752436327501,0.557136916788626,0.818387634762566,6.25235848889171e-05,"ENSG00000007944.15",0.00990009778535672
-0.28626909524821,0.0715152210542015,0.751060481944647,0.652831415105194,0.864069703888301,6.25677320886639e-05,"ENSG00000231769.3",0.00990009778535672
0.401600994421815,0.100419644604181,1.4942150135912,1.22725762578859,1.81924190970638,6.35495973837788e-05,"ENSG00000226784.3",0.00996725264229794
0.287347312137727,0.0719636350026014,1.33288706094924,1.1575447641197,1.534789817478,6.52558897125548e-05,"ENSG00000141526.17",0.0100527189081831
-0.29769939200972,0.0745885831943201,0.74252451500415,0.641535775013519,0.859410615675377,6.57344628409006e-05,"ENSG00000254533.1",0.0100527189081831
-0.329144609115782,0.0824706659465646,0.719538957330897,0.612146195077272,0.845772325761952,6.57812143320706e-05,"ENSG00000173258.13",0.0100527189081831
-0.389343618269319,0.0976649367336542,0.677501428143702,0.559471116228248,0.820432318707037,6.70483368196844e-05,"ENSG00000268182.6",0.0101595276469149
-0.412533302576248,0.103560692861157,0.661971150979017,0.540366032657309,0.810942543100941,6.79096521117988e-05,"ENSG00000266904.6",0.0102035678971341
-0.30710695076267,0.0771963924274001,0.735571926721634,0.632288754177096,0.855726210226779,6.94228328836703e-05,"ENSG00000273084.1",0.0103440020996669
-0.298910127694492,0.0751846825659876,0.741626058083697,0.640011331246239,0.859374175388078,7.01788751128855e-05,"ENSG00000180787.6",0.0103702337770115
0.218265249945086,0.0550651844396544,1.24391697277218,1.11665707953538,1.3856800476244,7.37780092092498e-05,"ENSG00000166851.15",0.0105254820443892
-0.39322800223602,0.0992216866781591,0.674874857066664,0.555604296744447,0.81974901088686,7.39748508857893e-05,"ENSG00000004139.14",0.0105254820443892
0.158621492718817,0.0400337679652864,1.17189429220041,1.08345688551846,1.26755042166236,7.42646427439428e-05,"ENSG00000187288.12",0.0105254820443892
0.402852035668661,0.101687827327222,1.49608550799373,1.22574344825135,1.82605246670662,7.44322034324492e-05,"ENSG00000100528.12",0.0105254820443892
0.101777309924332,0.0256921944272228,1.10713689587484,1.05276657684073,1.16431517980534,7.45085393063052e-05,"ENSG00000023839.12",0.0105254820443892
0.220158081546692,0.0556216863790171,1.24627372789466,1.11755311824876,1.38982047428256,7.55376152725998e-05,"ENSG00000091409.15",0.0105254820443892
0.449093774928439,0.113491895249715,1.56689158545655,1.25439545542717,1.95723703394514,7.58791754562658e-05,"ENSG00000160256.13",0.0105254820443892
0.0947510491377581,0.0239459719921287,1.09938512817964,1.0489795206193,1.15221282809125,7.59388805216e-05,"ENSG00000206075.14",0.0105254820443892
0.265312025743966,0.067191664851238,1.30383774325596,1.14295702144954,1.48736376682196,7.86143762331413e-05,"ENSG00000139734.19",0.010812500361912
0.200076637101709,0.050712361789891,1.22149636651447,1.10592516097475,1.34914497477656,7.96925484468205e-05,"ENSG00000148926.10",0.0108771203528943
-0.431113563582838,0.109431670288249,0.649785114658858,0.524350095738902,0.805226696177563,8.16282857573808e-05,"ENSG00000261114.1",0.0109955828237145
-0.281104035364858,0.0713858364713022,0.754949789917677,0.656378480876938,0.868323995837399,8.22278248538996e-05,"ENSG00000228561.2",0.0109955828237145
0.195344315229431,0.0496138412840709,1.21572950861851,1.10307636653949,1.33988750276874,8.24053746296276e-05,"ENSG00000126787.13",0.0109955828237145
-0.484096807949084,0.123397761958367,0.616253540783101,0.483863722420022,0.78486650048554,8.74314135245009e-05,"ENSG00000182141.10",0.0114655851888614
0.154640251924179,0.0394370723016394,1.16723797394972,1.08041476659858,1.26103838076886,8.8112766176376e-05,"ENSG00000278266.1",0.0114655851888614
-0.355871380758275,0.0907625492406383,0.700562720286692,0.586394382311816,0.836959118060774,8.82168460502033e-05,"ENSG00000284428.1",0.0114655851888614
-0.424990122066784,0.108447746644323,0.653776243056019,0.528589151715771,0.808611706458694,8.89735837796185e-05,"ENSG00000278133.1",0.0114655851888614
0.204793968492901,0.0522645232808777,1.22727218217585,1.1077793049122,1.35965440269896,8.91340235599406e-05,"ENSG00000285517.1",0.0114655851888614
-0.388007049409859,0.0991459395104394,0.6784075608743,0.558595590097955,0.823917744446764,9.0970123860493e-05,"ENSG00000233665.8",0.0115941073191142
-0.22253107594952,0.0568920452732963,0.800490130372819,0.716026976760103,0.894916629710979,9.17390736435789e-05,"ENSG00000223534.1",0.0115941073191142
-0.203136202587742,0.0519625357605829,0.816167069787915,0.737137452680382,0.903669571236696,9.25708738569401e-05,"ENSG00000233695.2",0.0115941073191142
-0.241589548734938,0.0618053910999322,0.7853784709914,0.695777127289028,0.886518568237673,9.27269209526471e-05,"ENSG00000187912.12",0.0115941073191142
0.368431828434423,0.0943660743757235,1.44546609758299,1.20138819974094,1.73913164763257,9.45052743421572e-05,"ENSG00000198142.5",0.0117264191928869
0.280337278341496,0.0718302763939472,1.32357615063202,1.14975919363541,1.52367020522158,9.50967999423151e-05,"ENSG00000046604.13",0.0117264191928869
-0.326760849712493,0.0837753105033405,0.721256211033133,0.612040121205858,0.849961471363902,9.60167067984938e-05,"ENSG00000269837.1",0.011758758339432
0.374237569642133,0.0961081041506019,1.4538825077791,1.20426466828345,1.75524068927389,9.8635918078693e-05,"ENSG00000150093.20",0.0119335692567336
-0.294836368904517,0.0757354414048096,0.744653425953199,0.6419305835747,0.863814155256414,9.90213417864258e-05,"ENSG00000148795.7",0.0119335692567336
0.102659851234865,0.0263775617965365,1.10811442121166,1.05228162210828,1.16690964158157,9.94464104727796e-05,"ENSG00000205426.10",0.0119335692567336
-0.299508747153444,0.0772009998947328,0.741182239146641,0.637105557665488,0.862260743163796,0.000104629784788016,"ENSG00000244968.7",0.0124718703467315
-0.386581972263298,0.0998138307617056,0.679375033182962,0.558660410133924,0.826173516755387,0.000107490540401111,"ENSG00000081665.14",0.012728018956105
-0.200980118547928,0.0519139909348705,0.817928693002317,0.738798788060944,0.90553389860365,0.0001082095350361,"ENSG00000050438.17",0.012728858463457
0.427699592997529,0.110530186081837,1.53372526994466,1.23499189718254,1.90471954434137,0.000109046488159862,"ENSG00000168040.5",0.0127434719496623
-0.256120027488075,0.066220757577626,0.774049056052474,0.679831485224873,0.881324201949163,0.00010988029188589,"ENSG00000067191.16",0.0127575299929852
-0.331253690680162,0.0857147555001386,0.718022990192256,0.606984803045999,0.849373842405009,0.000111269021799322,"ENSG00000272316.1",0.0128354200630444
0.327715980164443,0.0849114044518699,1.38779475507118,1.17502883246372,1.63908682833325,0.00011361698665546,"ENSG00000188486.3",0.0129823744290016
-0.228854595032101,0.0593184115634106,0.795444186633043,0.708137818512171,0.893514563842531,0.000114285833528077,"ENSG00000176533.13",0.0129823744290016
0.246769134595199,0.0639772213935731,1.27988359782258,1.12904945090511,1.45086827035085,0.000114721205804376,"ENSG00000198826.11",0.0129823744290016
-0.405537636764826,0.105357358971647,0.666618315982319,0.542246672449511,0.819516286187038,0.000118522173027142,"ENSG00000204084.13",0.0132075483416959
0.396566282100839,0.103047279759334,1.48671097703596,1.2148217097369,1.81945178582455,0.000118895904567006,"ENSG00000073008.15",0.0132075483416959
0.192317426747751,0.0499841130918188,1.21205519464671,1.09894471055479,1.33680773997122,0.000119294684116877,"ENSG00000226652.3",0.0132075483416959
-0.156516229129481,0.0406872785627007,0.855117639775399,0.789573912932516,0.926102250692706,0.000119665706451607,"ENSG00000166448.15",0.0132075483416959
0.322647252436866,0.0839490548795908,1.38077819884496,1.17129518039504,1.62772669632476,0.000121356452523898,"ENSG00000166845.15",0.013279250961933
-0.267678407305978,0.0696630518839031,0.7651538094152,0.667500272778042,0.87709380196354,0.00012180073589245,"ENSG00000131797.12",0.013279250961933
0.360216318361845,0.0938514881575739,1.43363950356905,1.19276099274887,1.72316351615168,0.000123963519066491,"ENSG00000248626.1",0.0134331377024779
0.424055980790934,0.110695434961792,1.52814713827507,1.23010178133398,1.89840687303604,0.000127708967344958,"ENSG00000067225.18",0.0137181818619034
0.26658012718062,0.0696103468311756,1.30549219055313,1.13899506811235,1.49632769035582,0.000128349148893468,"ENSG00000235587.2",0.0137181818619034
-0.120718000445174,0.031530922349453,0.886283856008724,0.833170086112318,0.942783576264645,0.000128895668501106,"ENSG00000189377.9",0.0137181818619034
-0.207693239321864,0.0543401922635389,0.812456228112415,0.730374356566314,0.903762730255057,0.000132324051609314,"ENSG00000132517.15",0.0139997280637547
0.197072167117966,0.0516013236388831,1.21783192495488,1.10068799163098,1.34744324342239,0.000133923132337759,"ENSG00000100526.20",0.0140304952594698
0.183962393138008,0.0481998703289408,1.20197061990311,1.09361900344035,1.32105730292302,0.000135271778017813,"ENSG00000058085.15",0.0140304952594698
-0.265099058041352,0.0694914193598955,0.767129955821116,0.669449372067864,0.879063292419445,0.000136267927312382,"ENSG00000251364.7",0.0140304952594698
0.300328229480667,0.0787262761296972,1.35030194375259,1.15722808501738,1.57558856625453,0.000136270620863661,"ENSG00000111057.11",0.0140304952594698
-0.107885130162383,0.0282839678944313,0.897730712689038,0.849318777908546,0.948902171325769,0.000136538376686116,"ENSG00000149435.12",0.0140304952594698
0.219250870987567,0.0575226905452543,1.24514360791505,1.11238734746455,1.39374347242035,0.000138095589726273,"ENSG00000134057.15",0.0141094236817472
-0.084793314124331,0.0222655828696608,0.91870214753761,0.879472437043393,0.95968173684626,0.000139943369889172,"ENSG00000168878.19",0.0142169741682863
0.37038849084395,0.0973357058156582,1.44829715556951,1.19675534199874,1.75270966188254,0.000141650472307053,"ENSG00000104312.8",0.0143090985584752
0.178595337502553,0.0469710619536957,1.19553685733858,1.09038816525247,1.31082528479577,0.000143392646384216,"ENSG00000155380.12",0.014403710771628
-0.22000178264278,0.057935104114204,0.802517367359412,0.716374287897125,0.899019040457199,0.000146231727143891,"ENSG00000173200.13",0.0146068339739261
-0.377033190419662,0.0994248053286428,0.685893308431475,0.564450702876649,0.833464513647497,0.000149352195353257,"ENSG00000188649.15",0.0147802146597754
0.155046434036108,0.0408910284091504,1.16771218143588,1.07777797489284,1.26515086635474,0.000149620741242693,"ENSG00000115919.15",0.0147802146597754
-0.379198306583274,0.10017650614518,0.684409876223895,0.562400724237139,0.832888114267961,0.000153522165609117,"ENSG00000231367.6",0.0149870299205285
0.386784365824877,0.102212339394725,1.4722389920019,1.20496661580854,1.79879477251439,0.000154249700333681,"ENSG00000123983.14",0.0149870299205285
0.227108996076525,0.0600176199857036,1.25496664692664,1.11569398845695,1.41162478349149,0.000154303820808008,"ENSG00000088826.18",0.0149870299205285
0.177407572472925,0.0469034647756464,1.1941176834572,1.08923811062567,1.30909580562338,0.000155324733441284,"ENSG00000189410.12",0.0149870299205285
-0.277021430658469,0.0732576139739643,0.758038251677556,0.656650270086892,0.875080719802837,0.000155905344810866,"ENSG00000254670.1",0.0149870299205285
0.149067033860281,0.0394455801336374,1.1607507962079,1.07439221194133,1.25405079813707,0.000157424380748926,"ENSG00000230882.1",0.0149874411460535
0.226723963258615,0.0600205805394956,1.25448353659483,1.11525802095567,1.41108955418131,0.000158450551900386,"ENSG00000152253.9",0.0149874411460535
-0.262822482742038,0.0695882503743723,0.76887837437801,0.670847830959425,0.881234055330691,0.000158841727559068,"ENSG00000102409.10",0.0149874411460535
-0.24277130555386,0.0642904658012839,0.784450892821736,0.691578714331456,0.88979488595696,0.000159262517771262,"ENSG00000237440.9",0.0149874411460535
0.21043381486354,0.0557663288926018,1.23421336393899,1.10642469215353,1.37676123691773,0.000160978164734305,"ENSG00000072571.20",0.0150695789814103
